,orig_idx,raw_text,orig_label,predicted_label,translated_from
128,2784,yesssss ey übrigens bist du o?,Comment,Unrelated,Dutch
129,1339,FACTCARD – Die Nachfrage nach Fieberthermometern und Erkältungsmitteln ist wegen der Corona-Pandemie gestiegen. Aber auch Hanteln und Telefon-Headsets sind wegen geschlossener Sportstudios und Arbeit im Homeoffice gefragter denn je. ,Unrelated,Refute,
130,2744,Die Woche beginnt mit neuen Beschränkungen des öffentlichen Lebens. Coronavirus covid_19DE NRW Pandemie wirbleibenzuhause ,Unrelated,Comment,
131,1420,"Sorgt mit Euren Sendungen dafür, daß sich alle an die Beschränkungen halten! Euer Exit bla bla ist tödlich!
coronavirus
Corona
",Support,Unrelated,
132,1548," 3 große Vereine haben eine
Botschaft für ihre Fans",Support,Comment, Turkish
133,8,"Bayern Ausgangsbeschränkung 
Ab Freitag 00:00 für 14 Tage - Arbeit: weiter ja
- Logopäden, Therapeuten,... gr geschlossen
- Altenheime/Kkh weitestgehen kein Besuch
- Friseure zu
- Bau- Gartenmärkte zu
- Gastronomie zu!!! (ausser togo/drivein/) corona covid19 covid19de",Comment,Support,
134,1188,"Insasse schlägt Alarm: 'Die Maßnahmen, die vorgeschrieben sind, werden nicht eingehalten' ",Unrelated,Comment,
135,2137,"Völlig konfus ohne klare Rechtsgrundlage, ohne Schutzmaßnahmen und ohne Anlass ""Infizierten-Listen"" an Polizeibehörden weiterzuleiten führt zu Stigmatisierung und ist rechtswidrig. Dazu haben wir uns auch bei <USERNAME> geäußert:  ",Refute,Unrelated,
136,1065," Danke, dass Ihr in Stadtparks aktuell Streife lauft/fahrt (und so leichtsinnige Corona""partys"" auflöst!). Selbst gesehen vorhin (war mim Auto auf dem Heimweg aus der Firma). Ich schreibe lieber nicht, wo genau Ihr seid...
IhrFürUns wirbleibenzuhause StayAtHome",Unrelated,Support,
137,560," Friseure bleiben offen! Gut so, die Dauerwelle muss sitzen beim nächsten Balkonkonzert ! 😂
🎶
Corona Quarantaene QuarantineLife",Support,Unrelated,
138,94,"An dieses Zitat dachte ich auch schon. ""Stell Dir vor, es ist Krieg und keiner geht hin."" Schön wär's. 
""Komisch"", dass es dafür keine Ausgangssperre gibt.(?) 😏
wirbleibenzuhause
Covid_19
PS: Wo ist eigentlich gerade Krieg? Wie lange schon, Wie lange noch? Wer macht da mit? ",Unrelated,Support,
139,1995,Ist die Digitalisierung der Schulen bereit für remotework? Microsoft Teams sollte es doch möglich machen. Umfragen Whiteboard als Tafel Screensharing Dateiaustausch Klassen in Teams corona enabler schulschliessung pandemie coronavirusde quarantäne coronaferien ,Comment,Unrelated,
140,606," Das ""Gute"" am Coronavirus ist, dass es uns vor Augen führt, wie schlecht die föderalen Strukturen in einem Notfall geeignet sind, für schnelle und wirksame Maßnahmen zu sorgen.",Refute,Comment,
141,1799,"Die Zeit zuhause nutzen! Dank dem vielseitigen online-Angebot von ulissesspiele auf  wird einem nicht so schnell langweilig👍
dsa tabletop quarantäne corona dasschwarzeauge rpg ",Support,Unrelated,
